nome,whatsapp,endereco,cidade,latitude,longitude,categorias,url_maps,status_funil
Pintei e Amei Esmalteria,5599981588059,"R. Djalma Dutra, 1311 - 1311, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2174018,-44.7761837,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Pintei%20e%20Amei%20Esmalteria&query_place_id=ChIJZTrBWS1vigcRjWta9nAoWn0,prospect
SALÃO DA NETY SILVA,,"Rua 18, segunda avenida principal, Quadra 30 - Residencial Terra do Sol, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.196345,-44.7853069,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=SAL%C3%83O%20DA%20NETY%20SILVA&query_place_id=ChIJnf0vUQBvigcRr_W7r30gP2w,prospect
Ana Souza salão de Beleza,5599992018257,"R. das Flôres, 144, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2120868,-44.7822528,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ana%20Souza%20sal%C3%A3o%20de%20Beleza&query_place_id=ChIJQTfPAW1vigcRyzt7HACiY6s,prospect
Espaço Leudy Cabelos,5599981504555,"R. Teixeira de Freitas, 451 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2342378,-44.7776114,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Leudy%20Cabelos&query_place_id=ChIJu6XR7gNvigcRmDZQX2ozOjI,prospect
Donna Esmalteria Bacabal,5599985421965,"R. Vinte e Oito de Julho, 211 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2310415,-44.7792157,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Donna%20Esmalteria%20Bacabal&query_place_id=ChIJNYyQeapvigcRT5BQUPcC10w,prospect
Irresistível Esmalteria,,"R. Cloris Miranda, 428, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2305032,-44.7814144,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Irresist%C3%ADvel%20Esmalteria&query_place_id=ChIJx3ShcI1vigcRYRLt_VxtFAo,prospect
Salão Sempre Bela - Irmã Josélia,,"R. Quatro, casa 63, Bacabal - MA, 65708-000, Brasil",Bacabal,-4.2459891,-44.7844534,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Sempre%20Bela%20-%20Irm%C3%A3%20Jos%C3%A9lia&query_place_id=ChIJY3yoKT9vigcRXis3TjjXbIM,prospect
Studio Krys Barbosa,,"Bacabal - MA, 65700-000, Brasil",Bacabal,-4.1955245,-44.7865376,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Krys%20Barbosa&query_place_id=ChIJQ5KgTlhvigcRbG3Q16VJAmQ,prospect
Queens Studio,5599981182560,"Rua 22 quadra, 21 - casa 09 - Terra do sol 2, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.1977199,-44.7885916,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Queens%20Studio&query_place_id=ChIJLX9JDdVvigcRXlxCqVgmhQU,prospect
Studio Mayara Silva,5599982284345,"Estr. Bela Vista, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2174669,-44.7868055,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Mayara%20Silva&query_place_id=ChIJHVeJWwBvigcRVwbjGbBH15g,prospect
Studio Dagiane Sabino,5599981003406,"Rua :Clores Miranda, 403, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2305721,-44.781402,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Dagiane%20Sabino&query_place_id=ChIJpy6_SgBvigcRIo2i0V_HvTg,prospect
Estúdio de Beleza Letícia Albuquerque,5599981555837,"R. Um, 23 - Vila São João, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2310345,-44.7799993,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Est%C3%BAdio%20de%20Beleza%20Let%C3%ADcia%20Albuquerque&query_place_id=ChIJAamwMqNvigcRlmq-QNJquN8,prospect
Espaço MichelyKelly,5599982740283,"R. Luís Domingues, 164-504, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2403986,-44.7805417,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20MichelyKelly&query_place_id=ChIJ8-YMC7ZuigcRsyEUXu7PL1Q,prospect
Luxus Esmalteria,5599991381816,"R. Jorge José de Mendonça, 688, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2227198,-44.7700852,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Luxus%20Esmalteria&query_place_id=ChIJcYlglG9pigcROFUXXUzfEqY,prospect
Salão de Beleza Versátil,5599982475448,"Rua praça Santos dumont - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2310345,-44.7799993,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20de%20Beleza%20Vers%C3%A1til&query_place_id=ChIJo8UcEx9vigcRFSnSnDF7m6Y,prospect
Esmalteria Yahara,5599982222261,"Rua 18 quadra 46 casa 38, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.1974804,-44.7838282,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Esmalteria%20Yahara&query_place_id=ChIJk4iQSDlvigcRbEVMonCOrBo,prospect
Jôsy Empório,5599981364107,"R. Dr. Paulo Ramos, 105 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2297306,-44.7776971,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=J%C3%B4sy%20Emp%C3%B3rio&query_place_id=ChIJIw3cgVlvigcR-uXLmg611XI,prospect
Espaço Bianca Carvalho,5599981039154,"R. José Bonifácio, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2431516,-44.7847574,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Bianca%20Carvalho&query_place_id=ChIJRUV2NU1vigcRUICO31kRT2o,prospect
Bem Star,5599981094614,"R. da Forquilha, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2251948,-44.7867728,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Bem%20Star&query_place_id=ChIJo4jcJgBvigcRBaAiRLLKZ_Y,prospect
Lazulli SPA,5599982104878,"R. Dr. Paulo Ramos, 189 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2302485,-44.7782228,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Lazulli%20SPA&query_place_id=ChIJEy34pINvigcRMrVAMjYpI_4,prospect
Salão da Dinah,,"R. Maranhão Sobrinho, 1005, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2306508,-44.7837707,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20da%20Dinah&query_place_id=ChIJVzzlOtBuigcRHo3rl_Rtq34,prospect
StudioLoveLashe,,"R. Vinte, 3 - vila São João, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2493371,-44.7869193,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=StudioLoveLashe&query_place_id=ChIJW_DZBQBvigcR-flgN8eR1rs,prospect
Estúdio epilar Fátima morais,,"R. Seis, 1, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2081629,-44.7929297,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Est%C3%BAdio%20epilar%20F%C3%A1tima%20morais&query_place_id=ChIJXzvnfwBvigcRNnDsU3m2Z14,prospect
Salão Nova Face,,"R. Dez, 56, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2490273,-44.7866561,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Nova%20Face&query_place_id=ChIJl22qYQBvigcRfB0t98CSAP8,prospect
Delicatta Esmalteria,5599981668697,"Rua Frederico Leda, n•2021 - COHAB, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.228969,-44.7930096,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Delicatta%20Esmalteria&query_place_id=ChIJ1SYdIMlvigcRqfftFOL8X5g,prospect
STUDIO DE BELEZA NADIA LYMA,,"R. Manuel Alves de Abreu, 470, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2278732,-44.778557,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=STUDIO%20DE%20BELEZA%20NADIA%20LYMA&query_place_id=ChIJJQjxb9RuigcRdfSA-NIMewg,prospect
Ledda Santos,5599981589871,"R. Dr. Paulo Ramos, 154 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2296208,-44.7778039,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ledda%20Santos&query_place_id=ChIJh7DsXhpvigcRgA-YKcOh69s,prospect
Maquiadora e Penteados em Bacabal -- Aline Cruz,5599981939307,"R. Teixeira de Freitas, 226 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2343119,-44.7756946,"{""Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Maquiadora%20e%20Penteados%20em%20Bacabal%20--%20Aline%20Cruz&query_place_id=ChIJCWZjWm5pigcRF014Wy9evZo,prospect
Salão e loja ketlen,5599984707961,"R. Florêncio Monteiro, 37, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2363522,-44.7802817,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20e%20loja%20ketlen&query_place_id=ChIJ14niS71vigcRItJ2RhzrF1k,prospect
Espaço de beleza Rosy Portela,,"Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2194125,-44.7781249,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20de%20beleza%20Rosy%20Portela&query_place_id=ChIJi_0UcgBvigcRV9VcjLUvnCk,prospect
Espaço essencial Bella,5599982553900,"R. Teixeira de Freitas - CENTRO, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2387603,-44.7841493,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20essencial%20Bella&query_place_id=ChIJpRa0fONvigcR0VB9GQ1yKag,prospect
Espaço Aurora Center,5599981444598,"R. Frederico Lêda, 1740 - CENTRO, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2291376,-44.7917025,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Aurora%20Center&query_place_id=ChIJR9jOWedvigcRUacE1TNjsMI,prospect
Espaço das unhas Geane Ferreira,5599982467360,"Rua:pantanal - R. das Flôres, 104 - Vila Pedro brito, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2120893,-44.7839334,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20das%20unhas%20Geane%20Ferreira&query_place_id=ChIJuxpe7cBvigcRvYyA2Wl322I,prospect
Espaço Cristiane Silva,5599981193213,"Miguel Arcanjo - Rua São, R. São José - operário, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2116401,-44.7852477,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Cristiane%20Silva&query_place_id=ChIJL8LOJHBvigcR4tAogmoyhpU,prospect
Leila Branco Estetica Avança,,"Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2348435,-44.7817175,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Leila%20Branco%20Estetica%20Avan%C3%A7a&query_place_id=ChIJqyIebu9vigcRGB6qKiP32qU,prospect
Meraki Beauty,5599985138162,"Rua 02, Antigo Campo de Pouso, 02 Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2418582,-44.7811701,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Meraki%20Beauty&query_place_id=ChIJIbZ7dgFvigcRLbbnywzX-Mw,prospect
Gilderlane Sousa Beauty Academy,5599981312346,"R. Frederico Lêda, 1740, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2291868,-44.7916972,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Gilderlane%20Sousa%20Beauty%20Academy&query_place_id=ChIJU4KpvxBvigcRvl1ZSMMmVPQ,prospect
Salão Udalisa,,"R. Osvaldo Cruz, 210 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2292264,-44.7780508,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Udalisa&query_place_id=ChIJmWc2ntNuigcRb7jJCXtgtXQ,prospect
Estética Suane Carvalho,5599984418000,"R. Vinte e Oito de Julho, 233C - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2309009,-44.7792567,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Est%C3%A9tica%20Suane%20Carvalho&query_place_id=ChIJuSU8cQJvigcRMZ-zx3eSzvo,prospect
Iuda Lima Massoterapia,5599984382758,"R. Santa Teresinha, 18 - Vila Pedro Brito, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2131088,-44.7871278,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Iuda%20Lima%20Massoterapia&query_place_id=ChIJazxJ36hvigcRluShcayw10g,prospect
Salão Renascer,,"R. Maranhão Sobrinho, 436 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2353767,-44.7803449,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Renascer&query_place_id=ChIJDwiDAsxuigcRIJfz3qKCXSw,prospect
Espaço corpo dourado,,"Bacabal - MA, 65700-000, Brasil",Bacabal,-4.1963887,-44.7821693,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20corpo%20dourado&query_place_id=ChIJFx6iXABvigcRwPeCwGpfZFQ,prospect
Espaço Rosy Portela Manicure & Pedicurere,,"R. Antonio Lobo, 345 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2265048,-44.7811114,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Rosy%20Portela%20Manicure%20%26%20Pedicurere&query_place_id=ChIJ--5Ij9ZuigcR8ONu-55WxAE,prospect
Espaço Antonia Santas,,"Bacabal - MA, 65708-000, Brasil",Bacabal,-4.245784,-44.7863005,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Antonia%20Santas&query_place_id=ChIJJ6g3wLpuigcRRFy9g6cKlMU,prospect
Dani Depil,5599982553900,"R. Rui Barbosa, 1259, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2225186,-44.78279,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Dani%20Depil&query_place_id=ChIJoUufEdxvigcREZxRNRx18E8,prospect
Salão Netty,5599992066411,"R. Srg. Maurício, 657, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2171403,-44.7774012,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Netty&query_place_id=ChIJd_nQt81vigcRzengs-BiL7Y,prospect
Estética Com Estilo,,"R. 7 de Setembro, 182, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2289488,-44.7860019,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Est%C3%A9tica%20Com%20Estilo&query_place_id=ChIJO7G3a9puigcRZuWxO6E_cKg,prospect
Salão Fênix,,"R. Padre Carvalho, 97, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2229961,-44.7800173,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20F%C3%AAnix&query_place_id=ChIJWRdGLypvigcRrWebmM3cTrE,prospect
C'STILO ESMALTERIA,5599984055583,"Estrada da bela vista ponto 1 1 - Pedro brito, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2139765,-44.7878111,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=C'STILO%20ESMALTERIA&query_place_id=ChIJfZWG6ppvigcRWmsX8zXjflA,prospect
Mikely oliveira lisos de alta performance ❤️,5599981875368,"R. da Cruz - Vila Pedro brito, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2144963,-44.7814939,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Mikely%20oliveira%20lisos%20de%20alta%20performance%20%E2%9D%A4%EF%B8%8F&query_place_id=ChIJZzBbEvtvigcRLawdfxY0wUU,prospect
Salão mãos de fada,5599981091095,"R. Bom Jesus - Setúbal, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2104653,-44.7822176,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20m%C3%A3os%20de%20fada&query_place_id=ChIJW4tQ35FvigcRXnEtRZIHdLs,prospect
CORPORE & CIA,5599981393635,"próximo ao detran, R. Srg. Maurício, n°72, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2207277,-44.7778003,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=CORPORE%20%26%20CIA&query_place_id=ChIJD-QXgCdvigcRCxcUu81GRHM,prospect
Studio Melissa Mello,5599984597634,"Rua 1º de Maio, 378 - Esperança, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2435836,-44.7833507,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Melissa%20Mello&query_place_id=ChIJGxzcBTlvigcRyxpdwS3bK0o,prospect
Patriciamedeirosbeauty,5599981549147,"R. São Raimundo, 24, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2173902,-44.7884709,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Patriciamedeirosbeauty&query_place_id=ChIJg23U-nVvigcRTMoR4V70zPE,prospect
Salāo Fik-Chick,,"R. Cloris Miranda, 296, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2297676,-44.7806081,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C4%81o%20Fik-Chick&query_place_id=ChIJpzqOfNFuigcReK5Cz9fvcnI,prospect
Duarte Barbearia,5599985363736,"R. Frederico Lêda, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2457673,-44.7817104,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Duarte%20Barbearia&query_place_id=ChIJH9Ky8rlvigcRKlAmBDMd3CI,prospect
Salão Novo Estillo Unissex,,"R. Frederico Lêda, 25, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2457509,-44.7818662,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Novo%20Estillo%20Unissex&query_place_id=ChIJGQWOu7FuigcRMlseVltevGI,prospect
Barbearia Vinicius,5599999022132,"R. da Cruz, 59 - Setubal, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2120091,-44.7818905,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbearia%20Vinicius&query_place_id=ChIJo77yO9dvigcRza42dHsb2Kk,prospect
Empório Das Unhas,,"R. Florêncio Monteiro, 166, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2358594,-44.7791549,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Emp%C3%B3rio%20Das%20Unhas&query_place_id=ChIJidZSdcxuigcRWeuxWtUlHMg,prospect
Studio de depilação Alexsandra Lima,5599982698879,"Prox so so areia AlAlmiro Paiva Fernandes miro paiva - R. 7, casa 2, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2152592,-44.7874744,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Studio%20de%20depila%C3%A7%C3%A3o%20Alexsandra%20Lima&query_place_id=ChIJg_mtk0BpigcRmP1aR1tuX40,prospect
Esmalteria Sonho de cores,5599984192454,"R. José Bonifácio, 139 - Esperança, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2422506,-44.7831824,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Esmalteria%20Sonho%20de%20cores&query_place_id=ChIJ_aI6cbZvigcRgd1plCzYh_c,prospect
Studio Cílios Laryssa Carvalho,5599981111128,"R. Castelo Branco, 281 - Jardim Valéria, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2313366,-44.7911939,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Studio%20C%C3%ADlios%20Laryssa%20Carvalho&query_place_id=ChIJ843xyThvigcRrqK-HzTkocQ,prospect
jarderline,,"Bacabal - MA, 65700-000, Brasil",Bacabal,-4.1974822,-44.7861406,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=jarderline&query_place_id=ChIJ_Vxzp7VvigcR3p1XLaKkN7o,prospect
Fios Belos,,"Rua nova, N85C - Alto bandeirante, Bacabal - MA, Brasil",Bacabal,-4.2152592,-44.7874744,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Fios%20Belos&query_place_id=ChIJH4lPBABvigcR14U5MLu5LDc,prospect
A.H house,,"Rua 04, n° 7 - Santa Elisa, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2112507,-44.7932164,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=A.H%20house&query_place_id=ChIJ8d_EZwBvigcR3EzqIevouyg,prospect
Fran Lima,5599982477291,"Rua,21, quadra, 48,casa -08,terra do sol, Bacabal - MA, Brasil",Bacabal,-4.1982743,-44.7843071,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Fran%20Lima&query_place_id=ChIJacQCTkZvigcRfSVcMlc5990,prospect
Ratinho do Corte Hair Style,5599984018207,"R. Vinte e Oito de Julho, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2265377,-44.7825126,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ratinho%20do%20Corte%20Hair%20Style&query_place_id=ChIJyf88bHJvigcRpnFAlLs_ty4,prospect
LM.ESTÚDIODEBELEZA,5599984728221,"R. Frederico Lêda, 113, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2472016,-44.7819685,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=LM.EST%C3%9ADIODEBELEZA&query_place_id=ChIJZ9b-oOBvigcRW6LE3hTfjMg,prospect
Depilação é estética JoyceRezende,5599991747071,"R. Santa Helena, 21 - Vila Pedro Brito, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2126187,-44.7853736,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Depila%C3%A7%C3%A3o%20%C3%A9%20est%C3%A9tica%20JoyceRezende&query_place_id=ChIJDZOZgbtvigcRwS798Lk5axg,prospect
Studio Gil Oliveira,,"Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2310345,-44.7799993,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Gil%20Oliveira&query_place_id=ChIJUY7IfwBvigcRPCR7tBWYqUw,prospect
Mari Santos Nails,5598984799078,"Avenida Lins, 06 - Residencial Novo Horizonte, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2148274,-44.7813212,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Mari%20Santos%20Nails&query_place_id=ChIJjWjjMQBvigcRciAkNHkw17o,prospect
Rayane santos manicure,5599985237165,"R. Maneco Mendes Pinto, 112 - Trizidela, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2328623,-44.7722468,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Rayane%20santos%20manicure&query_place_id=ChIJB-xWX41pigcRS1cuD6aBZAg,prospect
STUDIO JAMESCONCEPT,5599984501426,"R. Amazonas, Bacabal - MA, 65600-000, Brasil",Bacabal,-4.213559,-44.7863194,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=STUDIO%20JAMESCONCEPT&query_place_id=ChIJAef8dT1vigcREryPzk6svJc,prospect
Netto barbershop,5599981353819,"R. Osvaldo Cruz, 218, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.229289,-44.7781279,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Netto%20barbershop&query_place_id=ChIJAwsO_0JvigcRX2WuaPMMEDM,prospect
BARBEARIA LK,5599992277936,"Avenida 01 , Cohab, Av. Cohab, 01 - Box 26, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2261166,-44.7935154,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=BARBEARIA%20LK&query_place_id=ChIJEdj4W5VvigcR_-BHUtwsgT4,prospect
Laura Cosméticos e Variedades,5599981911770,"R. Srg. Maurício, Nº11 - Areias, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2187745,-44.7774091,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Laura%20Cosm%C3%A9ticos%20e%20Variedades&query_place_id=ChIJAT-FtsxvigcRUVsd7MMZNnc,prospect
Barbearia KADOSH,5599982776177,"R. Quatro - Vl Sao Joao, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2458921,-44.7833102,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbearia%20KADOSH&query_place_id=ChIJ6Tx_OLBuigcRMC_76WuPYm0,prospect
